Transaction ID,Date,Customer ID,Customer Age,Customer Gender,Membership Status,Product Name,Category,Quantity Sold,Unit Price,Discount Applied (%),Total Sales,Payment Method,Store Location
15e817ae-e0ca-4fd3-b9b8-ab655f66cc9c,2023-08-17,4518,62,Male,Silver,Vacuum Cleaner,Home & Kitchen,3,824.96,10,2227.39,Credit Card,New York
12e70bf3-9c18-44b0-beaf-90558dcb7481,2023-12-01,9518,27,Female,Platinum,Smartphone,Electronics,6,373.8,15,1906.38,Credit Card,New York
d193d533-9bad-4d3a-8f88-e97646e39f93,2023-04-10,5045,20,Female,Gold,Self-Help,Books,2,572.17,10,1029.91,Debit Card,Houston
bde1eac5-17be-4576-8699-d17ef1275d7d,2024-07-18,5222,39,Male,Silver,Football,Sports,6,654.48,20,3141.5,Debit Card,Miami
147a7aa7-aa33-4ee5-aa37-c9b3e59f9cd3,2022-11-19,1575,57,Female,Gold,Non-Fiction,Books,8,442.17,10,3183.62,Cash,Miami
45dd9690-b7db-4652-9c62-c5f72ff567c3,2024-02-13,6264,58,Male,Platinum,Science,Books,4,998.9,15,3396.26,PayPal,Miami
af858e49-33c8-4456-9e4b-a1f52b3efef1,2023-07-29,9722,27,Female,Platinum,Jeans,Clothing,9,340.43,15,2604.29,PayPal,Miami
8b3e8afd-ad1b-49bd-90dd-745511280b02,2023-01-04,4521,42,Non-Binary,Platinum,Puzzle,Toys,1,608.69,0,608.69,Credit Card,New York
62fa486a-2f5a-47fd-b2c0-d5f9e9f76c0a,2022-04-15,1669,35,Male,Regular,Science,Books,3,99.6,15,253.98,Debit Card,Houston
c764b762-6f42-4abd-8210-4f437099bbd4,2022-07-15,5316,43,Male,Regular,Lego Set,Toys,6,526.37,15,2684.49,Credit Card,Chicago
d5655438-1119-4ec6-a4a9-b37684f5f869,2023-12-09,4595,44,Female,Silver,Fiction,Books,2,24.93,10,44.87,Credit Card,Miami
e11266fe-7a85-4715-a689-94a8f6abe03a,2023-05-02,3244,67,Female,Gold,Coffee Maker,Home & Kitchen,10,927.75,15,7885.88,Cash,New York
ade5c8f7-d08a-4ea4-adb9-706998052492,2024-07-01,9368,61,Male,Regular,Vacuum Cleaner,Home & Kitchen,4,601.04,20,1923.33,Cash,Chicago
615d88cf-6daa-4279-9bad-a774d0161daa,2023-08-02,4681,25,Non-Binary,Gold,Remote Car,Toys,10,521.99,20,4175.92,Cash,Los Angeles
e6d14e4c-7b81-4384-95f0-4e7f6d082dc9,2024-08-07,3755,57,Female,Gold,Tennis Racket,Sports,10,609.55,5,5790.72,Debit Card,Houston
0f481307-18fe-4f08-a637-9d30290063d3,2023-10-13,5522,26,Non-Binary,Regular,Yoga Mat,Sports,3,402.66,0,1207.98,Debit Card,New York
ded9845d-4754-42ca-bc00-2a88199491b1,2023-02-05,7337,20,Female,Silver,Smartwatch,Electronics,8,236.24,10,1700.93,Credit Card,Chicago
5677ec6f-369a-4f4c-abee-efae3f3f1a67,2024-05-22,4776,72,Female,Regular,Jacket,Clothing,4,970.5,10,3493.8,PayPal,Chicago
7648d006-91d0-4799-bd97-ccdfc708c02d,2024-08-18,7480,67,Non-Binary,Silver,Self-Help,Books,9,731.69,0,6585.21,Debit Card,Houston
a6e03766-032f-400b-84fc-925355f338c2,2024-01-23,6071,31,Female,Silver,Remote Car,Toys,2,682.89,20,1092.62,Credit Card,Miami
be39a180-3f0f-417f-8654-f6b7fd5c9a57,2024-10-29,1329,59,Female,Platinum,Laptop,Electronics,3,118.65,15,302.56,PayPal,Chicago
433519de-c0e3-48c9-ba93-00fdf76e9d60,2023-09-24,8624,54,Female,Regular,Remote Car,Toys,5,17.42,15,74.04,Debit Card,Los Angeles
1d3ed25c-5628-4fd2-826a-a41e35fec3b4,2024-04-01,9030,37,Male,Platinum,Smartphone,Electronics,10,332.72,5,3160.84,Debit Card,Miami
f06e05ba-a4fd-4f12-b622-ddcf9a5d9d91,2023-11-27,3477,30,Male,Regular,Fiction,Books,3,698.99,20,1677.58,Cash,Los Angeles
487492e7-3925-47ab-bb5f-b0faa40a2b29,2023-07-07,1102,46,Non-Binary,Regular,Sneakers,Clothing,8,400.42,0,3203.36,Credit Card,Houston
f2deab47-efc4-4ead-ac70-61ca7ec204fb,2025-02-22,9674,69,Male,Platinum,Jacket,Clothing,4,284.07,20,909.02,Cash,Los Angeles
2631218a-e822-4124-816d-5faaa17ce4c9,2022-05-20,6546,36,Non-Binary,Silver,Science,Books,7,320.68,10,2020.28,PayPal,Los Angeles
6bbc019d-fadc-4834-9704-2a2dd2832fb5,2023-12-05,5004,44,Female,Regular,Doll,Toys,6,334.82,20,1607.14,Debit Card,Miami
a857e95b-d923-4978-a974-e5b8de041666,2024-02-05,8435,53,Female,Regular,Fiction,Books,7,153.44,5,1020.38,Credit Card,Houston
97d5d6c5-9189-4793-9f50-d944ea3af1c3,2022-08-14,2409,25,Non-Binary,Regular,Headphones,Electronics,1,582.98,20,466.38,PayPal,Chicago
a4c83150-d502-4e8f-8f2d-ef93c7f63a80,2024-09-04,9858,51,Female,Gold,Science,Books,6,786.92,0,4721.52,Cash,New York
350d0a4e-ba74-4b21-b445-09e072c42ebc,2025-02-11,3333,43,Non-Binary,Platinum,Dumbbells,Sports,4,493.1,10,1775.16,PayPal,Miami
691900df-4b41-41f3-b9e0-a5139b272228,2023-07-07,3520,59,Female,Platinum,T-shirt,Clothing,4,818.9,15,2784.26,PayPal,Houston
698e065a-e2af-4721-a092-8af619fd0663,2024-06-15,4479,25,Non-Binary,Regular,Laptop,Electronics,4,108.86,5,413.67,PayPal,Chicago
583ad007-3104-4377-ba9c-acec6197828a,2023-05-01,8519,44,Female,Regular,Tennis Racket,Sports,1,457.4,20,365.92,Debit Card,Chicago
93b098b1-ad06-40b6-97d2-1d92003359ff,2023-12-17,4577,41,Male,Platinum,Tennis Racket,Sports,1,874.18,15,743.05,Credit Card,Houston
44809d83-5375-4e2f-91da-e089fa899150,2022-04-27,6110,72,Female,Gold,Jeans,Clothing,7,92.68,0,648.76,Debit Card,New York
041b31b1-804b-42c0-8b03-f5343d3720b8,2024-11-04,8010,75,Male,Silver,Self-Help,Books,7,195.42,10,1231.15,PayPal,Chicago
2a34fdb6-c89f-4a17-a98b-484ac1b226f4,2022-10-10,8934,69,Female,Gold,Microwave,Home & Kitchen,5,57.69,15,245.18,Credit Card,New York
080b8376-d658-42c9-88a4-510511d3cae0,2024-03-29,6223,74,Non-Binary,Regular,Jeans,Clothing,10,337.48,0,3374.8,Cash,Chicago
f9c08fa9-a0de-4967-b9bf-62ae607386fe,2024-09-05,9027,24,Male,Silver,Dumbbells,Sports,4,882.27,20,2823.26,Debit Card,Houston
b99fbba2-8345-496a-a58a-8391a8ee57dd,2023-04-24,3524,20,Female,Silver,Smartphone,Electronics,9,675.77,10,5473.74,Debit Card,New York
a8b0847d-b50a-43d8-91cf-2da2639523c6,2024-04-26,3001,42,Non-Binary,Gold,Dumbbells,Sports,4,869.11,5,3302.62,PayPal,Miami
705921d9-7e5b-4602-8739-95c94846db1e,2023-02-03,6720,56,Female,Gold,Smartphone,Electronics,8,899.38,0,7195.04,Debit Card,Chicago
ef9369b0-ec92-45ed-ad79-2748791f8301,2024-10-28,4932,22,Male,Platinum,Doll,Toys,2,53.71,15,91.31,Debit Card,Miami
69f759f5-9661-4de7-9ff7-3be140665906,2025-01-12,2747,58,Female,Regular,Non-Fiction,Books,10,136.11,0,1361.1,Credit Card,Houston
4b3ab365-ccf1-4921-ba5c-5b0a89c53272,2024-07-29,6585,33,Male,Regular,Doll,Toys,4,89.84,5,341.39,Credit Card,New York
033d0759-be3e-4328-885d-c137148a3901,2022-12-28,8396,73,Female,Gold,T-shirt,Clothing,1,453.11,0,453.11,PayPal,Chicago
f9609681-6b24-46e2-a0a7-70a332945d7d,2024-11-22,9312,63,Male,Silver,Lego Set,Toys,10,765.89,10,6893.01,PayPal,New York
6106c596-d108-4ec9-bdb5-4459ebf76ee9,2023-12-05,4421,35,Non-Binary,Gold,Science,Books,7,389.48,0,2726.36,PayPal,Miami
e0b4de79-85d3-436a-8925-2e4c50bd13bd,2023-06-16,2917,53,Female,Silver,Fiction,Books,3,766.49,15,1954.55,Credit Card,Chicago
68c3248f-d7d8-4762-8e20-96d0e26c441e,2022-10-31,9889,49,Male,Platinum,T-shirt,Clothing,5,567.48,15,2411.79,Credit Card,Chicago
1f057651-6c9a-4b2a-86dc-d23f57f22b50,2024-03-11,6636,41,Non-Binary,Silver,Tennis Racket,Sports,7,364.6,0,2552.2,Credit Card,Houston
1a449244-9f2e-4006-aeae-2cd21450160e,2023-07-28,8322,26,Male,Regular,Puzzle,Toys,1,332.94,5,316.29,Credit Card,New York
381b0447-cfc1-47b4-b9ad-3874b469cfdd,2022-08-28,2172,72,Female,Silver,Tennis Racket,Sports,8,126.92,15,863.06,Credit Card,Miami
8dd9394e-7a51-4707-99c6-f2c637c42cea,2023-05-20,6857,61,Non-Binary,Gold,Football,Sports,3,459.82,0,1379.46,Credit Card,Houston
ccca4f91-c12d-4880-9d82-d52d5ac6f77c,2024-09-25,9714,19,Non-Binary,Gold,Football,Sports,2,938.05,10,1688.49,Credit Card,Los Angeles
75a83241-85f2-4bab-83c7-30a43844f5ae,2023-12-24,4362,66,Non-Binary,Platinum,Sneakers,Clothing,5,39.93,0,199.65,Credit Card,Miami
8da9faf7-7d63-4b6f-8983-67a5760a45fc,2023-04-29,8976,24,Female,Gold,Headphones,Electronics,1,442.52,20,354.02,Cash,Los Angeles
67397828-5980-41cd-bb1b-e0b0f9fe7177,2023-04-15,8294,57,Non-Binary,Gold,Coffee Maker,Home & Kitchen,6,144.27,10,779.06,Credit Card,Houston
e37fd027-7927-4f35-a236-55921f60b7a0,2025-02-10,9248,64,Female,Regular,Puzzle,Toys,1,853.59,0,853.59,PayPal,Miami
1dbfc605-b2de-4bb2-82f4-b5e19580cc65,2024-11-08,8783,35,Non-Binary,Silver,Jeans,Clothing,1,273.1,5,259.44,PayPal,New York
3db083cc-7e90-44e1-9128-b99dc918ca1d,2023-05-01,4734,70,Female,Silver,Self-Help,Books,6,549.37,0,3296.22,Debit Card,Miami
3467fcda-c909-4767-a9a8-6736bfd92a8c,2023-03-07,3450,49,Male,Silver,Lego Set,Toys,1,178.27,20,142.62,Credit Card,Houston
3e3adc18-8323-48d2-a2c0-065e66a2c399,2024-01-13,4526,37,Male,Gold,Laptop,Electronics,6,844.63,15,4307.61,Credit Card,Miami
551c30bd-8089-40bd-9289-3d9d15705104,2022-05-15,6067,48,Non-Binary,Gold,Yoga Mat,Sports,1,652.53,10,587.28,Cash,Miami
c36ccf3d-64d1-4f23-8b3c-5c7ece357316,2022-09-08,4763,34,Non-Binary,Platinum,Coffee Maker,Home & Kitchen,5,878.02,10,3951.09,Cash,Chicago
14f1a75a-0335-4f2a-ae42-ec81d6609820,2024-01-28,8658,64,Non-Binary,Gold,Doll,Toys,4,687.88,10,2476.37,Debit Card,Miami
cdb0ee01-0d48-429f-9734-aceb51cbd7fa,2022-10-11,2845,73,Female,Platinum,Remote Car,Toys,4,533.94,20,1708.61,PayPal,Los Angeles
2c8ace46-c113-417c-a1d4-2035d31e4cc9,2022-07-12,5817,18,Non-Binary,Gold,Fiction,Books,3,802.39,15,2046.09,PayPal,New York
52ed6de4-9e21-4220-9b86-0fcf6888db0f,2023-10-30,4457,47,Female,Regular,Microwave,Home & Kitchen,6,639.44,20,3069.31,PayPal,Houston
3aa36a59-66db-48a4-9fbe-8c1711e031a7,2023-08-17,6612,60,Male,Regular,Fiction,Books,8,526.82,15,3582.38,Debit Card,New York
11fa8b16-b084-4ed2-93da-57638fd11e9e,2024-03-04,6444,35,Non-Binary,Gold,Lego Set,Toys,5,858.33,15,3647.9,PayPal,Houston
229e2281-c3a9-4afd-9086-0c4fd9c7663d,2024-09-12,8117,43,Male,Silver,Microwave,Home & Kitchen,5,614.18,5,2917.35,Cash,Chicago
0c40c906-fc63-40a2-bb84-09d2c68564d3,2022-11-13,5340,54,Non-Binary,Regular,Headphones,Electronics,5,325.36,0,1626.8,Credit Card,Los Angeles
7d54b5fa-5292-4ea6-965b-429754671ff5,2024-03-12,4297,18,Female,Platinum,Dumbbells,Sports,3,620.72,20,1489.73,Credit Card,New York
b21305db-f17d-4ba5-b5b8-1de5a553ff67,2022-06-18,9205,20,Female,Gold,Jacket,Clothing,9,156.53,10,1267.89,PayPal,Los Angeles
fa7389eb-8695-4f75-96ae-33a110764c20,2025-01-28,9160,73,Female,Silver,Headphones,Electronics,4,501.86,15,1706.32,Credit Card,Miami
65ec5446-8690-4c3c-8583-cce6e3fb0af8,2022-08-18,7571,49,Non-Binary,Regular,Vacuum Cleaner,Home & Kitchen,2,470.87,20,753.39,PayPal,New York
c616a9f4-7ee4-4313-a8d7-59f9b38a4f4b,2023-03-13,6072,37,Male,Silver,Jacket,Clothing,10,678.4,10,6105.6,Cash,Chicago
a5c25007-0370-471d-bd9a-74acd68c7d24,2025-01-31,1140,53,Female,Platinum,Vacuum Cleaner,Home & Kitchen,1,813.43,15,691.42,Cash,Miami
17f84259-1c4b-4437-89f2-8fb7558140b9,2023-11-26,2679,38,Female,Regular,Doll,Toys,6,655.86,5,3738.4,Credit Card,Chicago
5286bce3-46c3-4d76-a5bc-90572d61d537,2022-05-11,6388,33,Non-Binary,Silver,Fiction,Books,4,10.29,20,32.93,Debit Card,New York
c08e182a-614d-47af-a381-237dc9e35066,2023-07-29,2223,33,Female,Platinum,Remote Car,Toys,6,811.18,20,3893.66,Credit Card,New York
d8365749-eb39-464a-ab37-1933ced52b0d,2024-10-17,2698,48,Female,Regular,Microwave,Home & Kitchen,9,765.68,15,5857.45,Debit Card,Chicago
3cd838ad-a8e2-49bb-b1cb-d939de20fde2,2024-11-28,5084,75,Male,Silver,Football,Sports,5,553.19,0,2765.95,Cash,Houston
0acdce55-e564-4f3a-9dae-2288e0f02256,2022-07-20,4092,55,Non-Binary,Platinum,Yoga Mat,Sports,7,451.6,20,2528.96,PayPal,Houston
d77d253e-5adf-4270-8e98-47fc7d8e4296,2023-06-20,3668,60,Male,Silver,Coffee Maker,Home & Kitchen,6,651.2,15,3321.12,Cash,Houston
985c13f8-a760-41d3-8036-f505622dc343,2022-10-21,5666,24,Non-Binary,Regular,Science,Books,10,584.58,20,4676.64,Credit Card,New York
179add01-4442-43c0-82e8-484358c29b98,2025-02-11,2920,24,Female,Silver,Yoga Mat,Sports,1,825.11,10,742.6,Debit Card,Houston
4481efe1-224c-4064-b932-9cac68fccb53,2022-09-03,4565,68,Non-Binary,Regular,Coffee Maker,Home & Kitchen,6,211.2,15,1077.12,PayPal,Houston
87424170-f93b-49c1-b474-f78ab735328f,2023-11-03,2022,33,Non-Binary,Silver,Remote Car,Toys,4,500.62,5,1902.36,Debit Card,Los Angeles
069fc866-c3b9-4a0b-bac1-5313a414f5f1,2025-02-19,4662,27,Male,Platinum,Vacuum Cleaner,Home & Kitchen,3,151.48,20,363.55,Debit Card,Los Angeles
0ed2b327-5a78-4ffd-8eed-b85a7b81f8b7,2023-06-26,1993,28,Female,Regular,Jacket,Clothing,8,706.46,0,5651.68,Cash,New York
029cc258-f551-44ab-a349-d5e9f3e7e242,2022-06-08,9218,33,Non-Binary,Gold,Sneakers,Clothing,7,79.67,10,501.92,Cash,New York
195893a2-b50e-4376-9133-80fb2bb311dc,2024-10-30,6874,46,Female,Gold,Smartwatch,Electronics,5,979.82,10,4409.19,Credit Card,New York
12fd4ff5-d88f-4f2a-bc53-5050db3c69a5,2022-06-08,1512,64,Non-Binary,Regular,Microwave,Home & Kitchen,5,604.58,5,2871.76,Debit Card,Miami
63b5e726-a16c-4665-8b88-bb65820cb155,2024-09-28,9172,71,Non-Binary,Gold,Jacket,Clothing,8,19.21,20,122.94,Debit Card,Houston
b2b4fbac-7cf4-4b02-8d54-9d45323d49f2,2022-12-17,6308,43,Non-Binary,Gold,Smartphone,Electronics,4,378.22,20,1210.3,Credit Card,Miami
696c4ba8-dbda-43be-a55a-2e98982513d0,2025-01-21,6415,52,Female,Silver,Non-Fiction,Books,6,878.22,5,5005.85,Cash,Houston
e96a094f-4e97-4951-a8c3-26c1a15ba2ad,2024-12-18,7362,21,Non-Binary,Platinum,Headphones,Electronics,6,590.1,15,3009.51,PayPal,New York
871651f0-a6c6-4549-a8da-6b5e39ade622,2024-08-14,4118,45,Non-Binary,Platinum,Self-Help,Books,1,257.42,5,244.55,PayPal,Los Angeles
ec9b32c2-c6ad-40cc-9113-5066e232b791,2024-06-22,3717,50,Female,Silver,Non-Fiction,Books,1,405.18,0,405.18,Cash,Houston
594f4413-c56e-4aee-b240-c43fcd5895af,2024-03-01,6289,70,Non-Binary,Gold,Puzzle,Toys,9,686.28,15,5250.04,Cash,Miami
00d35c01-a4a7-4ad6-9440-e2a9d2428f67,2022-04-21,6056,26,Female,Silver,Vacuum Cleaner,Home & Kitchen,3,443.03,5,1262.64,Debit Card,New York
2635459f-ce30-4f8f-88b4-af1eb875f192,2022-07-18,3707,62,Male,Regular,T-shirt,Clothing,2,993.38,15,1688.75,PayPal,Chicago
18e6743a-2ebf-4261-976c-6b2dea6d4785,2022-06-15,6610,35,Female,Platinum,T-shirt,Clothing,1,754.43,5,716.71,Cash,Los Angeles
66e7883b-0f19-4cd5-a140-09508d40e651,2022-10-23,2796,30,Male,Gold,Tennis Racket,Sports,1,607.12,0,607.12,Cash,Houston
534eb907-d194-4e14-8505-d4831db2fe0c,2022-04-16,3439,39,Female,Silver,Laptop,Electronics,10,305.56,20,2444.48,Debit Card,Los Angeles
4486a575-c4bb-4f4b-bb25-109965c88743,2024-10-01,2875,68,Female,Platinum,Lego Set,Toys,9,309.09,10,2503.63,PayPal,Houston
fc6a21c9-d26f-471b-b0a8-fd5c8e33fe89,2023-10-23,5220,74,Female,Gold,Lego Set,Toys,8,365.45,5,2777.42,Credit Card,Houston
9d74474a-e675-4238-87d5-4a2f01b746e5,2023-05-17,5100,71,Female,Regular,Jeans,Clothing,8,258.67,5,1965.89,PayPal,Miami
7caac148-8c80-46cb-988d-e98ac79b4ecd,2023-12-20,9059,67,Non-Binary,Platinum,T-shirt,Clothing,9,946.06,5,8088.81,Debit Card,Miami
1134a201-ecdc-44bc-9e23-5897125f0523,2023-03-07,1293,40,Female,Platinum,Microwave,Home & Kitchen,5,379.68,15,1613.64,Cash,Houston
ee0ffdf7-977b-4e5e-8358-bbb7251da58f,2024-01-03,4918,19,Non-Binary,Gold,Self-Help,Books,1,219.86,20,175.89,Debit Card,Houston
81a5cb24-1806-49ed-8858-d2d5939feb71,2024-07-02,6548,70,Female,Platinum,Tennis Racket,Sports,6,255.97,10,1382.24,Credit Card,New York
7b8e0176-e390-42d2-b35c-561aa292d403,2023-10-09,5167,75,Non-Binary,Gold,T-shirt,Clothing,1,819.63,0,819.63,Debit Card,Chicago
fcd808e4-f6b2-43c8-b6de-7e6ec8e67658,2022-12-01,9987,21,Male,Platinum,T-shirt,Clothing,6,494.34,20,2372.83,PayPal,Houston
add625ae-df05-4458-8c76-b4d08358a6a4,2023-01-13,4458,45,Non-Binary,Platinum,T-shirt,Clothing,4,131.27,15,446.32,Debit Card,Houston
d3085176-b651-4873-ba9f-46c0ebbfa9ee,2023-10-29,9763,23,Non-Binary,Regular,Self-Help,Books,10,543.94,5,5167.43,Credit Card,New York
ee2d1db1-f18c-46d7-855b-d1b22d60fb85,2024-07-21,2330,71,Non-Binary,Gold,Vacuum Cleaner,Home & Kitchen,3,494.03,20,1185.67,PayPal,Houston
50c5c374-0781-4f96-a993-b5908265a5be,2024-05-10,7660,25,Male,Regular,Laptop,Electronics,3,137.16,5,390.91,Credit Card,Los Angeles
a96f1035-8efa-4702-91f1-dfcd96420f11,2024-04-19,5999,58,Male,Platinum,Lego Set,Toys,1,360.44,0,360.44,Debit Card,New York
b8ca104b-ea3b-4b27-9f38-cae5bbfbfdc2,2023-01-02,1117,43,Non-Binary,Silver,Headphones,Electronics,7,722.38,5,4803.83,Cash,Chicago
da4eb281-a2b3-4211-86c0-e502beac5bbc,2024-06-13,9712,64,Female,Regular,Headphones,Electronics,3,793.76,15,2024.09,Credit Card,Miami
635f48b4-c484-4f08-bb4a-ca7017596c6a,2024-08-05,7537,60,Non-Binary,Gold,Lego Set,Toys,1,55.61,20,44.49,Credit Card,Los Angeles
9cc57dd6-f2db-4798-be52-f6b0dc1528ee,2023-06-24,5088,24,Female,Gold,Dumbbells,Sports,6,36.93,10,199.42,Debit Card,Chicago
5ffb1c4f-9edd-4e93-b667-e383716a2b90,2022-06-29,6128,72,Male,Gold,Fiction,Books,10,465.94,15,3960.49,PayPal,Los Angeles
0343d7d8-2605-4bb7-9afd-899c3543fa65,2023-01-27,4336,62,Female,Platinum,Non-Fiction,Books,8,369.73,10,2662.06,Debit Card,New York
6485ac67-3c8c-4f00-aafc-db18c59651d5,2024-04-15,7023,20,Non-Binary,Silver,Sneakers,Clothing,1,851.03,10,765.93,PayPal,Houston
e5c3bfae-6ca7-45b5-a6a0-30d87e652fa1,2022-04-25,6443,47,Non-Binary,Gold,Microwave,Home & Kitchen,6,576.82,0,3460.92,Credit Card,Miami
b1880bbe-0613-4896-bb2a-cb330745b020,2023-06-19,7253,22,Male,Regular,Puzzle,Toys,5,753.5,10,3390.75,Credit Card,Houston
723b78ad-dff5-4057-88f9-f6744fd0fa64,2024-03-10,3417,65,Female,Regular,Coffee Maker,Home & Kitchen,4,356.42,15,1211.83,PayPal,Chicago
0b4d76d9-f016-45e2-8cb9-6c6f72fe8fa8,2022-10-05,9158,53,Female,Regular,Science,Books,5,574.43,10,2584.93,PayPal,Miami
c144bf6c-6c8f-4432-a5d9-1112b2e26222,2024-02-05,4769,58,Non-Binary,Silver,Blender,Home & Kitchen,5,215.59,10,970.16,Credit Card,Miami
e30ad75b-5a88-43f2-80f6-a24d0661bd57,2023-06-03,1628,50,Female,Regular,Self-Help,Books,9,286.81,5,2452.23,Debit Card,Miami
b0747fc3-3d1c-4dc1-85a5-cef7541a552e,2023-10-17,1989,36,Female,Regular,Remote Car,Toys,8,83.42,20,533.89,PayPal,Chicago
aff2b3be-b4ba-44e8-9c69-240734d0c66d,2024-05-07,9757,71,Male,Platinum,Vacuum Cleaner,Home & Kitchen,6,890.82,0,5344.92,Cash,New York
4c2e07c9-49f4-43aa-89ad-419bfee9937e,2022-03-27,6294,31,Male,Silver,Fiction,Books,8,935.05,5,7106.38,Cash,New York
29889c90-e1ef-44ab-bede-a9a30172cffe,2022-11-11,5607,53,Non-Binary,Regular,Sneakers,Clothing,6,224.63,10,1213.0,Cash,Miami
b32f6c0d-cada-40ea-9319-648793c01140,2023-08-22,1658,45,Male,Platinum,Microwave,Home & Kitchen,3,176.42,20,423.41,Credit Card,Chicago
826d7d65-7a83-4398-8518-ae0cbfb40796,2023-03-20,3207,64,Male,Regular,Coffee Maker,Home & Kitchen,1,918.9,0,918.9,Debit Card,New York
8daede51-042b-4d25-8f85-18587fec15e3,2025-01-28,1862,58,Female,Silver,Sneakers,Clothing,3,292.38,0,877.14,Cash,Los Angeles
26312c82-6c07-4616-bd83-de7b8ca51363,2022-06-28,1978,21,Male,Silver,Yoga Mat,Sports,4,569.94,10,2051.78,Debit Card,Los Angeles
88166e01-619f-4c8f-b124-ad8e1ec1a2a2,2024-01-26,8729,52,Non-Binary,Gold,Jeans,Clothing,5,808.7,5,3841.32,Cash,Chicago
7a05d018-c8a2-4582-8595-0531d4581b1e,2023-05-01,6404,32,Non-Binary,Regular,Non-Fiction,Books,9,280.71,20,2021.11,PayPal,Houston
4dedcb2d-b73b-46ff-b633-94925a4ecbe1,2023-02-18,1107,21,Female,Gold,Smartwatch,Electronics,5,234.18,5,1112.36,Cash,New York
1182b45c-013a-48a3-b358-186a5ddac64f,2024-09-11,8153,39,Female,Silver,Sneakers,Clothing,6,623.68,0,3742.08,Debit Card,Chicago
5fa937c9-171b-461f-8f48-e18b409caade,2024-08-27,1397,51,Male,Regular,Jeans,Clothing,10,966.84,15,8218.14,PayPal,Los Angeles
f29f6f4c-f860-4599-8a44-8c1bee4dd0b9,2022-10-11,7064,44,Male,Platinum,Sneakers,Clothing,5,574.51,5,2728.92,Credit Card,Chicago
54dec0cc-c7d5-4d8e-b0e8-425450e52a48,2025-01-02,5469,29,Male,Regular,Laptop,Electronics,5,853.8,20,3415.2,Debit Card,Chicago
f4c8db6d-4822-4bcc-ac9d-104195789ff0,2024-12-21,2274,69,Non-Binary,Silver,Fiction,Books,8,710.12,5,5396.91,Debit Card,New York
dddd3759-9844-4e26-8f17-6e7a56ed59a9,2022-05-01,4587,48,Female,Regular,Science,Books,8,777.04,5,5905.5,PayPal,Miami
8ddd578b-28ab-4f09-90d9-9a2d3ae9b415,2022-09-10,3029,67,Male,Gold,Headphones,Electronics,8,964.33,10,6943.18,Credit Card,Los Angeles
e49a43f4-2d50-4816-a949-56d0125cfbd1,2024-01-19,3855,64,Non-Binary,Gold,Puzzle,Toys,6,366.98,10,1981.69,PayPal,New York
ce36081b-0336-4ef8-917f-a9b809d67757,2024-01-22,6778,32,Female,Platinum,Science,Books,5,451.99,20,1807.96,Debit Card,New York
c1f4ecb2-8d1f-4547-b5ea-374fd00be898,2024-02-09,6287,29,Female,Silver,Yoga Mat,Sports,1,467.48,20,373.98,Debit Card,New York
b17750ca-d6a5-4c14-ab65-d1a71b5d27e6,2025-02-19,8385,36,Non-Binary,Regular,Vacuum Cleaner,Home & Kitchen,2,115.74,20,185.18,Debit Card,Houston
30cc60a1-0d56-48c7-92b7-66c305ca3c64,2022-07-23,7326,75,Male,Gold,Coffee Maker,Home & Kitchen,10,886.71,15,7537.03,Credit Card,New York
